task,target,unit,feature_source,feature_set,feature_set_display,tabpfn_weight,extra_trees_weight,folds_completed,mean_mae,std_mae,sem_mae,mean_r2,test_size_sum,diagnostic_note,rank_by_mae_within_branch
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,0.4,0.6,5,47.30581564844194,8.378983908925154,3.74719552054671,0.08026831227123728,636,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,0.35,0.65,5,47.525935943296886,8.399072263878216,3.7561793059929482,0.07443421917413369,636,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,0.3,0.7,5,47.75811051483997,8.420732347269926,3.7658659897653837,0.06789367803513897,636,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,0.25,0.75,5,48.01158465295661,8.45917310481211,3.7830572191595664,0.06064668885425288,636,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,0.2,0.8,5,48.28463770541215,8.500637968501605,3.801600869937061,0.052693251631475514,636,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,0.15,0.85,5,48.562674434717295,8.545510311159337,3.821668391635531,0.04403336636680708,636,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,0.1,0.9,5,48.84265826835916,8.59420936438696,3.8434472703269007,0.03466703306024728,636,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,0.05,0.95,5,49.130797771741186,8.649699360016719,3.8682631507867615,0.024594251711796654,636,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,0.0,1.0,5,49.43534342288772,8.707948924170436,3.8943131478082513,0.013815022321454418,636,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,1.0,0.0,5,43.037673611401736,7.976305999478906,3.5671124848348468,0.21393641172327263,636,diagnostic_test_fold_scan_not_for_final_model_selection,1
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.95,0.050000000000000044,5,43.098536149475855,8.083257879654242,3.61494281971354,0.21410009224291912,636,diagnostic_test_fold_scan_not_for_final_model_selection,2
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.9,0.09999999999999998,5,43.16801733367119,8.1894689708264,3.6624418636786147,0.21351494181592753,636,diagnostic_test_fold_scan_not_for_final_model_selection,3
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.85,0.15000000000000002,5,43.282983677108064,8.282917060174482,3.7042331197085714,0.21218096044229764,636,diagnostic_test_fold_scan_not_for_final_model_selection,4
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.8,0.19999999999999996,5,43.438730928568326,8.352345945331907,3.735282661071377,0.21009814812202957,636,diagnostic_test_fold_scan_not_for_final_model_selection,5
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.75,0.25,5,43.609303406909966,8.415972584102445,3.763737358965526,0.2072665048551233,636,diagnostic_test_fold_scan_not_for_final_model_selection,6
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.7,0.30000000000000004,5,43.784294917911524,8.480765859497472,3.7927137926191556,0.20368603064157859,636,diagnostic_test_fold_scan_not_for_final_model_selection,7
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.65,0.35,5,43.98059590685751,8.52945674533035,3.814489018740555,0.19935672548139594,636,diagnostic_test_fold_scan_not_for_final_model_selection,8
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.6,0.4,5,44.191175126263985,8.577017222124391,3.8357587105713105,0.19427858937457493,636,diagnostic_test_fold_scan_not_for_final_model_selection,9
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.55,0.44999999999999996,5,44.42237813829051,8.606248367985243,3.8488312764123256,0.18845162232111579,636,diagnostic_test_fold_scan_not_for_final_model_selection,10
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.5,0.5,5,44.66547822406702,8.634192696306062,3.8613283599545105,0.1818758243210184,636,diagnostic_test_fold_scan_not_for_final_model_selection,11
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.45,0.55,5,44.91325677301736,8.661860021093048,3.8737015637503633,0.17455119537428268,636,diagnostic_test_fold_scan_not_for_final_model_selection,12
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.4,0.6,5,45.17461230770432,8.690992540662105,3.8867300225728143,0.1664777354809088,636,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.35,0.65,5,45.45947030718016,8.709926061984707,3.89519735071897,0.15765544464089665,636,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.3,0.7,5,45.75612626634235,8.73353632014383,3.905756179160994,0.14808432285424641,636,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.25,0.75,5,46.087845906983475,8.763401044725406,3.9191120900197363,0.13776437012095788,636,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.2,0.8,5,46.42836111688425,8.7916451536604,3.931743239528248,0.12669558644103104,636,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.15,0.85,5,46.793891758946856,8.84673173939616,3.9563787095989538,0.11487797181446599,636,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.1,0.9,5,47.17421049270134,8.906687269099402,3.983191637607645,0.10231152624126291,636,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.05,0.95,5,47.56091674758729,8.969573060777028,4.011315018609658,0.08899624972142148,636,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,0.0,1.0,5,47.96293649587779,9.033748175070311,4.0400150022143775,0.07493214225494178,636,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,1.0,0.0,5,36.007937966554294,10.011291566828701,4.477185697199871,0.3972471673332141,636,diagnostic_test_fold_scan_not_for_final_model_selection,1
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.95,0.050000000000000044,5,36.07763216342181,9.968029425419735,4.457838279391339,0.39918488463160406,636,diagnostic_test_fold_scan_not_for_final_model_selection,2
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.9,0.09999999999999998,5,36.181973612931515,9.922169255092044,4.437328987728852,0.39980295804404753,636,diagnostic_test_fold_scan_not_for_final_model_selection,3
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.85,0.15000000000000002,5,36.3472359364527,9.894320285326785,4.424874549829161,0.39910138757054403,636,diagnostic_test_fold_scan_not_for_final_model_selection,4
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.8,0.19999999999999996,5,36.57359481153226,9.866119602319884,4.41226282098609,0.3970801732110939,636,diagnostic_test_fold_scan_not_for_final_model_selection,5
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.75,0.25,5,36.82493344939361,9.807878058529589,4.386216410780164,0.3937393149656967,636,diagnostic_test_fold_scan_not_for_final_model_selection,6
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.7,0.30000000000000004,5,37.10425680647822,9.712245417208797,4.3434481934079345,0.3890788128343529,636,diagnostic_test_fold_scan_not_for_final_model_selection,7
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.65,0.35,5,37.38985456239751,9.610539469045836,4.297963910646245,0.38309866681706256,636,diagnostic_test_fold_scan_not_for_final_model_selection,8
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.6,0.4,5,37.69351289103547,9.511732004055611,4.253775868965731,0.3757988769138252,636,diagnostic_test_fold_scan_not_for_final_model_selection,9
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.55,0.44999999999999996,5,38.00677770591499,9.417993014573716,4.211854518440999,0.3671794431246411,636,diagnostic_test_fold_scan_not_for_final_model_selection,10
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.5,0.5,5,38.33073410819732,9.336160423414888,4.175257871119782,0.3572403654495103,636,diagnostic_test_fold_scan_not_for_final_model_selection,11
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.45,0.55,5,38.67363115643876,9.272413509517595,4.146749384553747,0.34598164388843256,636,diagnostic_test_fold_scan_not_for_final_model_selection,12
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.4,0.6,5,39.04928433505792,9.219407451703868,4.123044354855591,0.3334032784414084,636,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.35,0.65,5,39.432894421181885,9.167113323790252,4.099657709887809,0.31950526910843713,636,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.3,0.7,5,39.838409524218754,9.08942652834533,4.064915118774015,0.30428761588951925,636,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.25,0.75,5,40.26294981398379,9.009388464001347,4.029121008241885,0.2877503187846545,636,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.2,0.8,5,40.715375905928724,8.910114850930709,3.984724498802294,0.26989337779384304,636,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.15,0.85,5,41.20779482395086,8.806019603038424,3.9381716887179254,0.2507167929170849,636,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.1,0.9,5,41.754860161502094,8.72257554096893,3.9008543696967055,0.23022056415437983,636,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.05,0.95,5,42.31184596740005,8.641331991434956,3.8645211497984384,0.2084046915057282,636,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,0.0,1.0,5,42.887012208761504,8.551132719314538,3.8241828090019867,0.18526917497112969,636,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,1.0,0.0,5,34.82078784923712,9.334421605867204,4.1744802482723635,0.4082362765296807,636,diagnostic_test_fold_scan_not_for_final_model_selection,1
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.95,0.050000000000000044,5,34.98801329874734,9.313954682272751,4.165327161782865,0.4094908062204001,636,diagnostic_test_fold_scan_not_for_final_model_selection,2
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.9,0.09999999999999998,5,35.18216298647546,9.276379541192709,4.148523047839041,0.4094613637443829,636,diagnostic_test_fold_scan_not_for_final_model_selection,3
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.85,0.15000000000000002,5,35.41067372888651,9.21114084222592,4.119347414708364,0.4081479491016295,636,diagnostic_test_fold_scan_not_for_final_model_selection,4
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.8,0.19999999999999996,5,35.675485441043676,9.119768471348003,4.0784844481986955,0.4055505622921397,636,diagnostic_test_fold_scan_not_for_final_model_selection,5
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.75,0.25,5,35.94472946030114,9.030259959609205,4.0384550248361375,0.40166920331591366,636,diagnostic_test_fold_scan_not_for_final_model_selection,6
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.7,0.30000000000000004,5,36.25106601226204,8.955990431894595,4.005240682310803,0.39650387217295124,636,diagnostic_test_fold_scan_not_for_final_model_selection,7
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.65,0.35,5,36.589705890522296,8.888995676312451,3.9752797167872713,0.3900545688632525,636,diagnostic_test_fold_scan_not_for_final_model_selection,8
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.6,0.4,5,36.977481600524996,8.829754077215714,3.9487860682520526,0.3823212933868175,636,diagnostic_test_fold_scan_not_for_final_model_selection,9
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.55,0.44999999999999996,5,37.39581774852438,8.7639622355483,3.9193630621854045,0.3733040457436464,636,diagnostic_test_fold_scan_not_for_final_model_selection,10
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.5,0.5,5,37.82862800309538,8.705656656962754,3.8932880147484568,0.36300282593373856,636,diagnostic_test_fold_scan_not_for_final_model_selection,11
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.45,0.55,5,38.27054759754165,8.649324698777779,3.868095597187001,0.35141763395709463,636,diagnostic_test_fold_scan_not_for_final_model_selection,12
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.4,0.6,5,38.72959277311178,8.607547749221986,3.8494123773671345,0.33854846981371434,636,diagnostic_test_fold_scan_not_for_final_model_selection,13
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.35,0.65,5,39.19481766757085,8.57060827639556,3.8328925429085556,0.3243953335035978,636,diagnostic_test_fold_scan_not_for_final_model_selection,14
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.3,0.7,5,39.68022241081046,8.532826553732717,3.815996042872323,0.30895822502674486,636,diagnostic_test_fold_scan_not_for_final_model_selection,15
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.25,0.75,5,40.18414001195835,8.49495687389571,3.799060207191983,0.29223714438315573,636,diagnostic_test_fold_scan_not_for_final_model_selection,16
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.2,0.8,5,40.693161244319086,8.461287724552124,3.784002905856613,0.27423209157283,636,diagnostic_test_fold_scan_not_for_final_model_selection,17
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.15,0.85,5,41.260533102066724,8.443177090779717,3.7759035842104716,0.25494306659576826,636,diagnostic_test_fold_scan_not_for_final_model_selection,18
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.1,0.9,5,41.88001992517614,8.409914606918527,3.7610281492076494,0.23437006945197006,636,diagnostic_test_fold_scan_not_for_final_model_selection,19
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.05,0.95,5,42.52785921495264,8.347934306053014,3.733309716007415,0.21251310014143562,636,diagnostic_test_fold_scan_not_for_final_model_selection,20
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,0.0,1.0,5,43.17949397250433,8.28700116453087,3.7060595867021893,0.18937215866416485,636,diagnostic_test_fold_scan_not_for_final_model_selection,21
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,1.0,0.0,5,35.09316664636881,8.764022553668696,3.9193900372689003,0.40188301362103845,636,diagnostic_test_fold_scan_not_for_final_model_selection,1
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.95,0.050000000000000044,5,35.18567074729311,8.86456459852613,3.9643538066485116,0.4042632849167852,636,diagnostic_test_fold_scan_not_for_final_model_selection,2
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.9,0.09999999999999998,5,35.333915505934606,8.899507757380619,3.9799808623579533,0.4054987146362382,636,diagnostic_test_fold_scan_not_for_final_model_selection,3
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.85,0.15000000000000002,5,35.51524026350705,8.921770829893187,3.9899372110631757,0.4055893027793983,636,diagnostic_test_fold_scan_not_for_final_model_selection,4
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.8,0.19999999999999996,5,35.72286633467437,8.925814644557091,3.9917456599585557,0.4045350493462651,636,diagnostic_test_fold_scan_not_for_final_model_selection,5
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.75,0.25,5,35.95798244566004,8.921458535753587,3.989797548878151,0.40233595433683844,636,diagnostic_test_fold_scan_not_for_final_model_selection,6
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.7,0.30000000000000004,5,36.21706551209191,8.90791606424527,3.983741171502962,0.39899201775111826,636,diagnostic_test_fold_scan_not_for_final_model_selection,7
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.65,0.35,5,36.5150023574774,8.894107601554479,3.9775658392546855,0.3945032395891049,636,diagnostic_test_fold_scan_not_for_final_model_selection,8
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.6,0.4,5,36.83014257280007,8.88524812778746,3.9736037621370994,0.38886961985079815,636,diagnostic_test_fold_scan_not_for_final_model_selection,9
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.55,0.44999999999999996,5,37.15469863419077,8.881739664675598,3.9720347297341645,0.38209115853619824,636,diagnostic_test_fold_scan_not_for_final_model_selection,10
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.5,0.5,5,37.50161103196727,8.874529856940269,3.968810405693985,0.37416785564530486,636,diagnostic_test_fold_scan_not_for_final_model_selection,11
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,0.45,0.55,5,37.86865378852491,8.877302796983548,3.9700505021808454,0.3650997111781183,636,diagnostic_test_fold_scan_not_for_final_model_selection,12
