task,target,unit,feature_source,tabpfn_feature_set,feature_set_display,model_tabpfn,model_display,fold,mbid,y_true,tabpfn_y_pred,tabpfn_absolute_error,ensemble_tabpfn_weight,ensemble_extra_trees_weight,inner_selected_tabpfn_weight,inner_selected_extra_trees_weight,baseline_feature_set,baseline_model,baseline_y_pred,baseline_absolute_error,tabpfn_error_minus_baseline_error,tabpfn_error_ratio_vs_baseline
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,1,mb-jdft2d-089,88.0183333333342,265.36029052734375,177.34195719400955,,,,,magpie_structure_all,extra_trees,141.96084213391063,53.942508800576434,123.39944839343312,3.2876104789570793
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,3,mb-jdft2d-099,205.3895333333333,420.94573974609375,215.55620641276045,,,,,magpie_structure_all,extra_trees,306.4042257565381,101.01469242320479,114.54151398955565,2.1339094466543513
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,1,mb-jdft2d-503,369.7796666666666,504.75018310546875,134.97051643880212,,,,,magpie_structure_all,extra_trees,391.24389942500227,21.46423275833564,113.50628368046648,6.2881593746408795
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,0,mb-jdft2d-398,223.31262500000014,362.6043395996094,139.29171459960924,,,,,magpie_structure_all,extra_trees,197.27924350670992,26.03338149329022,113.25833310631901,5.350504107025433
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,mb-jdft2d-544,159.07466666666716,630.7422485351562,471.6675818684891,,,,,magpie_structure_all,extra_trees,310.10012233942354,151.02545567275638,320.6421261957327,3.123099875894456
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,mb-jdft2d-283,423.69233333333335,1174.1881103515625,750.4957770182291,,,,,magpie_structure_all,extra_trees,856.2611890690494,432.568855735716,317.9269212825131,1.7349741366418552
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,mb-jdft2d-490,309.61220000000003,554.2954711914062,244.68327119140622,,,,,magpie_structure_all,extra_trees,260.20173877143327,49.41046122856676,195.27280996283946,4.952053980219518
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,0,mb-jdft2d-507,62.388999999999584,346.701171875,284.31217187500044,,,,,magpie_structure_all,extra_trees,157.40576122279597,95.01676122279639,189.29541065220405,2.9922317727536725
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,2,mb-jdft2d-004,240.71548750000002,423.19036865234375,182.47488115234373,,,,,magpie_structure_all,extra_trees,271.6488549890189,30.933367489018877,151.54151366332485,5.89896593757925
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,3,mb-jdft2d-139,250.03606249999993,406.9947509765625,156.95868847656257,,,,,magpie_structure_all,extra_trees,239.92540191824895,10.110660581750977,146.8480278948116,15.52407849194956
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,mb-jdft2d-473,265.60800000000006,507.91766357421875,242.3096635742187,,,,,magpie_structure_all,extra_trees,364.27193089472144,98.66393089472137,143.6457326794973,2.455909280897935
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,mb-jdft2d-503,369.7796666666666,522.4464111328125,152.66674446614587,,,,,magpie_structure_all,extra_trees,391.24389942500227,21.46423275833564,131.20251170781023,7.1126113001573605
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,2,mb-jdft2d-533,515.5750000000002,137.6750946044922,377.899905395508,,,,,magpie_structure_all,extra_trees,266.4451374390698,249.12986256093035,128.77004283457762,1.5168791950948233
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,1,mb-jdft2d-089,88.0183333333342,268.8406982421875,180.8223649088533,,,,,magpie_structure_all,extra_trees,141.96084213391063,53.942508800576434,126.87985610827687,3.35213116574439
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,1,mb-jdft2d-544,159.07466666666716,709.52783203125,550.4531653645829,,,,,magpie_structure_all,extra_trees,310.10012233942354,151.02545567275638,399.4277096918265,3.6447707633957473
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,0,mb-jdft2d-507,62.388999999999584,328.13189697265625,265.7428969726567,,,,,magpie_structure_all,extra_trees,157.40576122279597,95.01676122279639,170.7261357498603,2.7968002019090052
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,1,mb-jdft2d-283,423.69233333333335,1020.4553833007812,596.7630499674478,,,,,magpie_structure_all,extra_trees,856.2611890690494,432.568855735716,164.19419423173184,1.3795793248972334
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,1,mb-jdft2d-490,309.61220000000003,510.3740234375,200.76182343749997,,,,,magpie_structure_all,extra_trees,260.20173877143327,49.41046122856676,151.3513622089332,4.06314408822861
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,2,mb-jdft2d-004,240.71548750000002,405.9159851074219,165.20049760742185,,,,,magpie_structure_all,extra_trees,271.6488549890189,30.933367489018877,134.26713011840297,5.340527430971323
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,2,mb-jdft2d-533,515.5750000000002,138.69744873046875,376.8775512695314,,,,,magpie_structure_all,extra_trees,266.4451374390698,249.12986256093035,127.74768870860106,1.5127754954601538
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,1,mb-jdft2d-089,88.0183333333342,260.31689453125,172.2985611979158,,,,,magpie_structure_all,extra_trees,141.96084213391063,53.942508800576434,118.35605239733937,3.194114716371416
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,0,mb-jdft2d-398,223.31262500000014,364.3888244628906,141.0761994628905,,,,,magpie_structure_all,extra_trees,197.27924350670992,26.03338149329022,115.04281796960026,5.419050133738912
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,3,mb-jdft2d-099,205.3895333333333,411.3951110839844,206.00557775065107,,,,,magpie_structure_all,extra_trees,306.4042257565381,101.01469242320479,104.99088532744628,2.0393625205290244
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,1,mb-jdft2d-473,265.60800000000006,456.162109375,190.55410937499994,,,,,magpie_structure_all,extra_trees,364.27193089472144,98.66393089472137,91.89017848027856,1.93134520028732
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,1,mb-jdft2d-544,159.07466666666716,764.3641967773438,605.2895301106767,,,,,magpie_structure_all,extra_trees,310.10012233942354,151.02545567275638,454.26407443792027,4.007864286284457
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,1,mb-jdft2d-490,309.61220000000003,608.1868286132812,298.5746286132812,,,,,magpie_structure_all,extra_trees,260.20173877143327,49.41046122856676,249.16416738471446,6.042741176450701
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,2,mb-jdft2d-004,240.71548750000002,436.5459899902344,195.83050249023435,,,,,magpie_structure_all,extra_trees,271.6488549890189,30.933367489018877,164.89713500121547,6.330720460995809
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,1,mb-jdft2d-283,423.69233333333335,1017.7597045898438,594.0673712565103,,,,,magpie_structure_all,extra_trees,856.2611890690494,432.568855735716,161.49851552079434,1.3733475338766972
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,2,mb-jdft2d-533,515.5750000000002,116.85791015625,398.71708984375016,,,,,magpie_structure_all,extra_trees,266.4451374390698,249.12986256093035,149.5872272828198,1.6004387661324015
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,1,mb-jdft2d-473,265.60800000000006,512.9766235351562,247.3686235351562,,,,,magpie_structure_all,extra_trees,364.27193089472144,98.66393089472137,148.7046926404348,2.50718394545935
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,0,mb-jdft2d-507,62.388999999999584,304.9729309082031,242.58393090820354,,,,,magpie_structure_all,extra_trees,157.40576122279597,95.01676122279639,147.56716968540715,2.5530646149829286
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,1,mb-jdft2d-089,88.0183333333342,281.5851745605469,193.56684122721268,,,,,magpie_structure_all,extra_trees,141.96084213391063,53.942508800576434,139.62433242663624,3.5883915214774773
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,2,mb-jdft2d-173,100.68399999999977,239.14254760742188,138.4585476074221,,,,,magpie_structure_all,extra_trees,127.80921911295087,27.1252191129511,111.333328494471,5.104421351616446
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_density,Magpie + density,tabpfn,TabPFN,0,mb-jdft2d-398,223.31262500000014,345.9224548339844,122.60982983398424,,,,,magpie_structure_all,extra_trees,197.27924350670992,26.03338149329022,96.57644834069401,4.7097158648247595
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,0,mb-jdft2d-507,62.388999999999584,361.0762939453125,298.68729394531294,,,,,magpie_structure_all,extra_trees,157.40576122279597,95.01676122279639,203.67053272251655,3.1435221544222873
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,1,mb-jdft2d-086,493.944575,131.6507110595703,362.2938639404297,,,,,magpie_structure_all,extra_trees,309.0913490333337,184.8532259666663,177.4406379737634,1.9599001426448486
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,1,mb-jdft2d-473,265.60800000000006,536.052001953125,270.44400195312494,,,,,magpie_structure_all,extra_trees,364.27193089472144,98.66393089472137,171.78007105840356,2.7410625088686182
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,1,mb-jdft2d-544,159.07466666666716,474.3782653808594,315.3035987141922,,,,,magpie_structure_all,extra_trees,310.10012233942354,151.02545567275638,164.27814304143584,2.0877513483382266
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,3,mb-jdft2d-099,205.3895333333333,467.2923583984375,261.9028250651042,,,,,magpie_structure_all,extra_trees,306.4042257565381,101.01469242320479,160.8881326418994,2.592720116078289
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,1,mb-jdft2d-110,80.67774999999955,394.2071228027344,313.5293728027348,,,,,magpie_structure_all,extra_trees,238.12066090383883,157.44291090383928,156.08646189889555,1.991384502502166
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,3,mb-jdft2d-084,582.8843499999998,330.91162109375,251.9727289062498,,,,,magpie_structure_all,extra_trees,482.8648788474095,100.01947115259031,151.9532577536595,2.519236764627946
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,0,mb-jdft2d-356,8.219500000000046,450.96331787109375,442.7438178710937,,,,,magpie_structure_all,extra_trees,309.12167239779,300.90217239778997,141.84164547330374,1.471387907714373
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,1,mb-jdft2d-490,309.61220000000003,491.37322998046875,181.76102998046872,,,,,magpie_structure_all,extra_trees,260.20173877143327,49.41046122856676,132.35056875190196,3.678594076255722
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,3,mb-jdft2d-139,250.03606249999993,378.59326171875,128.55719921875007,,,,,magpie_structure_all,extra_trees,239.92540191824895,10.110660581750977,118.4465386369991,12.715014828090132
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,0,mb-jdft2d-507,62.388999999999584,457.59906005859375,395.2100600585942,,,,,magpie_structure_all,extra_trees,157.40576122279597,95.01676122279639,300.1932988357978,4.159372041022332
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,1,mb-jdft2d-086,493.944575,145.00753784179688,348.9370371582031,,,,,magpie_structure_all,extra_trees,309.0913490333337,184.8532259666663,164.08381119153682,1.8876437526771932
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,0,mb-jdft2d-465,101.4872,321.7964172363281,220.30921723632812,,,,,magpie_structure_all,extra_trees,176.5663579292499,75.0791579292499,145.23005930707822,2.934359192519638
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,4,mb-jdft2d-065,591.187555555556,100.85594177246094,490.331613783095,,,,,magpie_structure_all,extra_trees,221.98237649291488,369.20517906264104,121.12643472045397,1.328073498394515
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,4,mb-jdft2d-424,107.36085714285714,296.452880859375,189.09202371651787,,,,,magpie_structure_all,extra_trees,179.82733901127057,72.46648186841342,116.62554184810445,2.609372206862149
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,1,mb-jdft2d-110,80.67774999999955,352.4961853027344,271.8184353027348,,,,,magpie_structure_all,extra_trees,238.12066090383883,157.44291090383928,114.37552439889555,1.7264571249495775
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,2,mb-jdft2d-443,422.91219999999987,125.4105224609375,297.50167753906237,,,,,magpie_structure_all,extra_trees,239.2423407995347,183.66985920046517,113.8318183385972,1.6197631926877902
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,2,mb-jdft2d-004,240.71548750000002,383.8147888183594,143.09930131835935,,,,,magpie_structure_all,extra_trees,271.6488549890189,30.933367489018877,112.16593382934047,4.6260498915663995
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,3,mb-jdft2d-084,582.8843499999998,375.17626953125,207.7080804687498,,,,,magpie_structure_all,extra_trees,482.8648788474095,100.01947115259031,107.6886093161595,2.076676451846752
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,1,mb-jdft2d-477,388.51445,182.06573486328125,206.44871513671876,,,,,magpie_structure_all,extra_trees,289.6317245068193,98.88272549318071,107.56598964353805,2.087813762283041
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,0,mb-jdft2d-507,62.388999999999584,480.4158935546875,418.02689355468794,,,,,magpie_structure_all,extra_trees,157.40576122279597,95.01676122279639,323.01013233189155,4.399506867788239
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,4,mb-jdft2d-085,78.52966666666683,330.540771484375,252.01110481770817,,,,,magpie_structure_all,extra_trees,159.2124271345665,80.68276046789967,171.3283443498085,3.1234814396065804
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,1,mb-jdft2d-005,67.44283333333368,231.22384643554688,163.7810131022132,,,,,magpie_structure_all,extra_trees,98.45605036979981,31.01321703646613,132.76779606574706,5.281006898111708
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,1,mb-jdft2d-086,493.944575,179.03819274902344,314.90638225097655,,,,,magpie_structure_all,extra_trees,309.0913490333337,184.8532259666663,130.05315628431026,1.7035482102311925
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,0,mb-jdft2d-465,101.4872,290.4892578125,189.0020578125,,,,,magpie_structure_all,extra_trees,176.5663579292499,75.0791579292499,113.9228998832501,2.517370506347503
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,4,mb-jdft2d-424,107.36085714285714,292.3457946777344,184.98493753487725,,,,,magpie_structure_all,extra_trees,179.82733901127057,72.46648186841342,112.51845566646382,2.552696540046995
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,4,mb-jdft2d-359,70.1007916666665,259.2420349121094,189.14124324544287,,,,,magpie_structure_all,extra_trees,147.86801843143937,77.76722676477287,111.37401648067,2.432145919482889
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,4,mb-jdft2d-065,591.187555555556,111.4599838256836,479.72757172987235,,,,,magpie_structure_all,extra_trees,221.98237649291488,369.20517906264104,110.52239266723132,1.2993522272570277
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,2,mb-jdft2d-004,240.71548750000002,374.1512451171875,133.43575761718748,,,,,magpie_structure_all,extra_trees,271.6488549890189,30.933367489018877,102.5023901281686,4.313651194444194
matbench_jdft2d,exfoliation_en,meV/atom,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,1,mb-jdft2d-110,80.67774999999955,339.9130859375,259.23533593750045,,,,,magpie_structure_all,extra_trees,238.12066090383883,157.44291090383928,101.79242503366117,1.6465354613256133
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,0,mb-jdft2d-507,62.388999999999584,513.31396484375,450.92496484375044,,,,,magpie_structure_all,extra_trees,157.40576122279597,95.01676122279639,355.90820362095405,4.745741267547696
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,3,mb-jdft2d-084,582.8843499999998,276.8858337402344,305.99851625976544,,,,,magpie_structure_all,extra_trees,482.8648788474095,100.01947115259031,205.97904510717512,3.0593894642067467
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,1,mb-jdft2d-086,493.944575,110.10359954833984,383.84097545166014,,,,,magpie_structure_all,extra_trees,309.0913490333337,184.8532259666663,198.98774948499386,2.076463493912064
matbench_jdft2d,exfoliation_en,meV/atom,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,4,mb-jdft2d-085,78.52966666666683,344.2081298828125,265.6784632161457,,,,,magpie_structure_all,extra_trees,159.2124271345665,80.68276046789967,184.99570274824603,3.292877706159399
