task,feature_source,feature_set,feature_set_display,model,model_display,mean_mae,best_baseline_model,best_baseline_display,best_baseline_feature_set,best_baseline_feature_set_display,best_baseline_mean_mae,mae_delta_vs_best_baseline,mae_pct_change_vs_best_baseline
matbench_jdft2d,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,43.037673611401736,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,2.4942005278822847,6.15191629672238
matbench_jdft2d,structure,magpie_density_packing,Magpie + density + packing,random_forest,Random forest,43.12046680247524,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,2.5769937189557908,6.356124729736869
matbench_jdft2d,structure,magpie_density_packing,Magpie + density + packing,extra_trees,Extra trees,43.179493972504325,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,2.6360208889848735,6.501714551081199
matbench_jdft2d,structure,magpie_symmetry,Magpie + symmetry,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,43.18679636047248,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,2.6433232769530264,6.519725805206148
matbench_jdft2d,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,random_forest,Random forest,43.28329400608992,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,2.739820922570466,6.757736114334462
matbench_jdft2d,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,43.787273305662936,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,3.2438002221434843,8.000795135289135
matbench_jdft2d,structure,magpie_complexity,Magpie + complexity,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,44.66547822406702,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,4.1220051405475715,10.166877248173217
matbench_jdft2d,structure,magpie_symmetry,Magpie + symmetry,extra_trees,Extra trees,44.70899397368537,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,4.165520890165915,10.274208333323967
matbench_jdft2d,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,46.13013884439926,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,5.586665760879811,13.779445459374665
matbench_jdft2d,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,hist_gradient_boosting,HistGradientBoosting,46.6622248047196,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,6.118751721200148,15.091829228826882
matbench_jdft2d,structure,magpie_structure_all,Magpie + all structure,hist_gradient_boosting,HistGradientBoosting,46.7852419885556,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,6.241768905036146,15.395249667383249
matbench_jdft2d,composition_from_structure,magpie,Magpie composition,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,46.908933185763644,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,6.365460102244192,15.70033255200254
matbench_jdft2d,structure,magpie_complexity,Magpie + complexity,random_forest,Random forest,47.04798783843525,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,6.504514754915796,16.043309219011682
matbench_jdft2d,structure,magpie_packing,Magpie + packing,extra_trees,Extra trees,47.34085970294261,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,6.797386619423158,16.765674231757497
matbench_jdft2d,structure,magpie_packing,Magpie + packing,random_forest,Random forest,47.49075579678016,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,6.947282713260705,17.135391186022275
matbench_jdft2d,structure,magpie_density_packing,Magpie + density + packing,hist_gradient_boosting,HistGradientBoosting,47.53115513727363,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,6.9876820537541775,17.23503568468239
matbench_jdft2d,structure,magpie_complexity,Magpie + complexity,extra_trees,Extra trees,47.962936495877784,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,7.419463412358333,18.300019332518104
matbench_jdft2d,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,hist_gradient_boosting,HistGradientBoosting,48.058833736893185,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,7.515360653373733,18.536548750749866
matbench_jdft2d,structure,magpie_density,Magpie + density,hist_gradient_boosting,HistGradientBoosting,48.316018075313906,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,7.7725449917944545,19.17089089970914
matbench_jdft2d,structure,magpie_symmetry,Magpie + symmetry,random_forest,Random forest,48.64720026620587,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,8.10372718268642,19.987747882360157
matbench_jdft2d,composition_from_structure,magpie,Magpie composition,extra_trees,Extra trees,49.43534342288772,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,8.891870339368268,21.931693718125818
matbench_jdft2d,composition_from_structure,magpie,Magpie composition,random_forest,Random forest,50.004683619016184,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,9.461210535496733,23.335964622484763
matbench_jdft2d,structure,magpie_packing,Magpie + packing,hist_gradient_boosting,HistGradientBoosting,50.4917191890928,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,9.948246105573347,24.537232133714802
matbench_jdft2d,structure,magpie_complexity,Magpie + complexity,hist_gradient_boosting,HistGradientBoosting,52.7744956441234,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,12.231022560603947,30.167673438849384
matbench_jdft2d,structure,magpie_symmetry,Magpie + symmetry,hist_gradient_boosting,HistGradientBoosting,54.09391483255803,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,13.550441749038576,33.422005364771536
matbench_jdft2d,composition_from_structure,magpie,Magpie composition,hist_gradient_boosting,HistGradientBoosting,54.31574392792997,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,13.77227084441052,33.96914422215304
matbench_jdft2d,structure,magpie_density,Magpie + density,ridge_cv,RidgeCV,54.80819276771954,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,14.264719684200088,35.18376349952754
matbench_jdft2d,structure,magpie_density_packing,Magpie + density + packing,ridge_cv,RidgeCV,55.4389711731485,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,14.89549808962905,36.73957102526555
matbench_jdft2d,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,ridge_cv,RidgeCV,55.459736114394865,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,14.916263030875413,36.79078750887461
matbench_jdft2d,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,ridge_cv,RidgeCV,56.40599190924121,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,15.862518825721757,39.124716308948194
matbench_jdft2d,structure,magpie_structure_all,Magpie + all structure,ridge_cv,RidgeCV,56.50391178240339,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,15.96043869888394,39.366234525605336
matbench_jdft2d,structure,magpie_packing,Magpie + packing,ridge_cv,RidgeCV,57.61009276598677,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,17.06661968246732,42.09461692467768
matbench_jdft2d,composition_from_structure,magpie,Magpie composition,ridge_cv,RidgeCV,62.438393101154944,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,21.894920017635492,54.003562971854954
matbench_jdft2d,structure,magpie_symmetry,Magpie + symmetry,ridge_cv,RidgeCV,62.45984242755154,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,21.91636934403209,54.05646748339598
matbench_jdft2d,structure,magpie_complexity,Magpie + complexity,ridge_cv,RidgeCV,62.695050160699466,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,22.151577077180015,54.63660459366128
matbench_jdft2d,composition_from_structure,magpie,Magpie composition,dummy_mean,Dummy mean,67.28508739581468,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,26.741614312295233,65.95787750400065
matbench_jdft2d,structure,magpie_complexity,Magpie + complexity,dummy_mean,Dummy mean,67.28508739581468,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,26.741614312295233,65.95787750400065
matbench_jdft2d,structure,magpie_density,Magpie + density,dummy_mean,Dummy mean,67.28508739581468,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,26.741614312295233,65.95787750400065
matbench_jdft2d,structure,magpie_density_packing,Magpie + density + packing,dummy_mean,Dummy mean,67.28508739581468,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,26.741614312295233,65.95787750400065
matbench_jdft2d,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,dummy_mean,Dummy mean,67.28508739581468,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,26.741614312295233,65.95787750400065
matbench_jdft2d,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,dummy_mean,Dummy mean,67.28508739581468,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,26.741614312295233,65.95787750400065
matbench_jdft2d,structure,magpie_packing,Magpie + packing,dummy_mean,Dummy mean,67.28508739581468,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,26.741614312295233,65.95787750400065
matbench_jdft2d,structure,magpie_structure_all,Magpie + all structure,dummy_mean,Dummy mean,67.28508739581468,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,26.741614312295233,65.95787750400065
matbench_jdft2d,structure,magpie_symmetry,Magpie + symmetry,dummy_mean,Dummy mean,67.28508739581468,extra_trees,Extra trees,magpie_structure_all,Magpie + all structure,40.54347308351945,26.741614312295233,65.95787750400065
matbench_phonons,structure,magpie_structure_all,Magpie + all structure,tabpfn,TabPFN,30.63097806308275,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-13.596049365785568,-30.74149486454298
matbench_phonons,structure,magpie_structure_all,Magpie + all structure,tabpfn_extra_trees_inner_tuned,TabPFN + ExtraTrees tuned,30.63097806308275,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-13.596049365785568,-30.74149486454298
matbench_phonons,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn,TabPFN,30.985622137435264,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-13.241405291433054,-29.93962303419467
matbench_phonons,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn,TabPFN,31.108186094299988,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-13.11884133456833,-29.662498470347717
matbench_phonons,structure,magpie_density_packing,Magpie + density + packing,tabpfn,TabPFN,31.1280827344103,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-13.09894469445802,-29.617510956451802
matbench_phonons,structure,magpie_packing,Magpie + packing,tabpfn,TabPFN,31.63813501805729,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-12.588892410811027,-28.46425170911187
matbench_phonons,structure,magpie_density,Magpie + density,tabpfn,TabPFN,32.263464101340034,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-11.963563327528284,-27.050344603805105
matbench_phonons,structure,magpie_symmetry,Magpie + symmetry,tabpfn,TabPFN,34.631008259155585,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-9.596019169712733,-21.697183210303486
matbench_phonons,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,35.28537808845641,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-8.941649340411907,-20.217613211272305
matbench_phonons,structure,magpie_structure_all,Magpie + all structure,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,35.33884908224559,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-8.88817834662273,-20.096712040884636
matbench_phonons,structure,magpie_density_packing,Magpie + density + packing,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,35.407967442987,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-8.819059985881317,-19.940431221757514
matbench_phonons,structure,magpie_complexity,Magpie + complexity,tabpfn,TabPFN,35.409783705517455,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-8.817243723350863,-19.936324541666078
matbench_phonons,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,35.5353690972582,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-8.691658331610121,-19.652368329725938
matbench_phonons,structure,magpie_packing,Magpie + packing,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,35.95920928347862,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-8.267818145389697,-18.694039880222746
matbench_phonons,composition_from_structure,magpie,Magpie composition,tabpfn,TabPFN,36.853154223021924,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-7.373873205846394,-16.672775980040758
matbench_phonons,structure,magpie_density,Magpie + density,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,38.99602181021769,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-5.231005618650627,-11.827621983104818
matbench_phonons,structure,magpie_symmetry,Magpie + symmetry,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,40.33466647798309,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-3.8923609508852266,-8.800864939759812
matbench_phonons,structure,magpie_complexity,Magpie + complexity,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,41.347589591234865,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-2.8794378376334535,-6.510584149623307
matbench_phonons,composition_from_structure,magpie,Magpie composition,tabpfn_extra_trees_ensemble,TabPFN + ExtraTrees 50/50,42.16495986018632,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,-2.0620675686819965,-4.662460238817729
matbench_phonons,structure,magpie_density_packing,Magpie + density + packing,extra_trees,Extra trees,44.22702742886832,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,0.0,0.0
matbench_phonons,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,extra_trees,Extra trees,44.36229115386608,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,0.1352637249977633,0.30583951231023176
matbench_phonons,structure,magpie_packing,Magpie + packing,extra_trees,Extra trees,44.71505282051151,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,0.48802539164319114,1.103455104298152
matbench_phonons,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,extra_trees,Extra trees,45.39747726004952,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,1.1704498311812017,2.646458284051923
matbench_phonons,structure,magpie_structure_all,Magpie + all structure,extra_trees,Extra trees,45.66806547047348,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,1.441038041605161,3.2582746916980265
matbench_phonons,structure,magpie_density,Magpie + density,extra_trees,Extra trees,50.50765327012432,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,6.280625841256004,14.200877170317012
matbench_phonons,structure,magpie_symmetry,Magpie + symmetry,extra_trees,Extra trees,50.812304553107744,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,6.5852771242394255,14.88971225757989
matbench_phonons,structure,magpie_complexity,Magpie + complexity,extra_trees,Extra trees,50.881352115204656,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,6.654324686336338,15.04583299666407
matbench_phonons,composition_from_structure,magpie,Magpie composition,extra_trees,Extra trees,51.35537255835523,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,7.12834512948691,16.117622060292533
matbench_phonons,structure,magpie_packing,Magpie + packing,random_forest,Random forest,58.530300564406886,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,14.303273135538568,32.340570838822394
matbench_phonons,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,random_forest,Random forest,58.98765129789765,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,14.760623869029331,33.37466867464538
matbench_phonons,structure,magpie_density_packing,Magpie + density + packing,random_forest,Random forest,59.11461784816464,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,14.887590419296323,33.66174777004964
matbench_phonons,structure,magpie_structure_all,Magpie + all structure,hist_gradient_boosting,HistGradientBoosting,59.12241771327366,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,14.895390284405345,33.679383739642134
matbench_phonons,structure,magpie_density_packing,Magpie + density + packing,hist_gradient_boosting,HistGradientBoosting,59.20447707825107,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,14.977449649382748,33.864924956739266
matbench_phonons,structure,magpie_packing,Magpie + packing,hist_gradient_boosting,HistGradientBoosting,59.40254351863227,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,15.175516089763953,34.31276522974826
matbench_phonons,structure,magpie_structure_all,Magpie + all structure,random_forest,Random forest,59.41909170769064,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,15.192064278822322,34.35018169207999
matbench_phonons,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,random_forest,Random forest,59.497263109473394,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,15.270235680605076,34.526931987831794
matbench_phonons,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,hist_gradient_boosting,HistGradientBoosting,60.437576048985036,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,16.210548620116718,36.65303675719251
matbench_phonons,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,hist_gradient_boosting,HistGradientBoosting,63.46171769842416,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,19.23469026955584,43.490805029778635
matbench_phonons,structure,magpie_symmetry,Magpie + symmetry,random_forest,Random forest,64.13842643657463,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,19.911399007706315,45.02088466092465
matbench_phonons,structure,magpie_complexity,Magpie + complexity,random_forest,Random forest,64.7533684213058,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,20.526340992437476,46.411305904405666
matbench_phonons,composition_from_structure,magpie,Magpie composition,random_forest,Random forest,65.43647813488039,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,21.20945070601207,47.9558585304515
matbench_phonons,structure,magpie_density,Magpie + density,random_forest,Random forest,66.67158215944559,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,22.444554730577273,50.7485038796142
matbench_phonons,composition_from_structure,magpie,Magpie composition,hist_gradient_boosting,HistGradientBoosting,67.59775499882267,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,23.370727569954347,52.842637022219506
matbench_phonons,structure,magpie_density,Magpie + density,hist_gradient_boosting,HistGradientBoosting,69.1608652881506,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,24.933837859282285,56.376924493476615
matbench_phonons,structure,magpie_symmetry,Magpie + symmetry,hist_gradient_boosting,HistGradientBoosting,69.31079715550982,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,25.0837697266415,56.715929568145846
matbench_phonons,structure,magpie_complexity,Magpie + complexity,hist_gradient_boosting,HistGradientBoosting,69.63894075398261,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,25.41191332511429,57.45788221011473
matbench_phonons,structure,magpie_packing,Magpie + packing,ridge_cv,RidgeCV,142.6238252365963,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,98.39679780772798,222.48114677384223
matbench_phonons,structure,magpie_density_packing,Magpie + density + packing,ridge_cv,RidgeCV,142.99078222667575,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,98.76375479780742,223.31085885582561
matbench_phonons,structure,magpie_density_packing_complexity,Magpie + density + packing + complexity,ridge_cv,RidgeCV,143.56968688684046,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,99.34265945797213,224.61979751577917
matbench_phonons,structure,magpie_density_packing_symmetry,Magpie + density + packing + symmetry,ridge_cv,RidgeCV,144.4207359465968,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,100.19370851772848,226.5440712217729
matbench_phonons,structure,magpie_structure_all,Magpie + all structure,ridge_cv,RidgeCV,144.50731384990257,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,100.28028642103425,226.7398291289599
matbench_phonons,structure,magpie_density,Magpie + density,ridge_cv,RidgeCV,153.6915831061741,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,109.46455567730578,247.50602073214387
matbench_phonons,structure,magpie_complexity,Magpie + complexity,ridge_cv,RidgeCV,154.69169727599888,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,110.46466984713055,249.7673397218347
matbench_phonons,composition_from_structure,magpie,Magpie composition,ridge_cv,RidgeCV,155.29519302919272,extra_trees,Extra trees,magpie_density_packing,Magpie + density + packing,44.22702742886832,111.06816560032439,251.13188033936652
